sr_no,id,original_language,original_title,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline
2482,9470,cn,å?Ÿå?«,29.247,2/10/2004,7.4,1966,"['Action', 'Comedy', 'Crime', 'Fantasy']","Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",101434304,99,So many gangsters...so little time.
2495,290098,ko,ì•„ê°€ì”¨,35.686,6/1/2016,8.3,2464,"['Thriller', 'Drama', 'Romance']","1930s Korea, in the period of Japanese occupation, a young woman is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate with her domineering uncle, but she's involved in something greater that will soon be revealed.",37767206,145,"""My saviour who came to ruin my life. My Tamako, my Sookee."""
2513,73861,sr,Srpski film,30.954,6/16/2010,5.5,1349,"['Crime', 'Horror', 'Thriller']","Milos, a retired porn star, leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.",0,104,Not all films have a happy ending
2520,42968,es,La monja,25.694,11/3/2005,5.5,174,"['Horror', 'Mystery']","Years ago, a cruel and merciless nun turned a boarding school into a living hell for her students until they could no longer bear the abuse, and she mysteriously disappeared. Now the alumnae are being brutally murdered one by one.",0,101,Pray for mercy.
2522,580175,da,Druk,28.632,9/24/2020,7.8,1436,"['Comedy', 'Drama']",Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,7287440,117,
2524,290864,cn,ä¸€å€‹äººç?„æ??æ?—,32.693,10/31/2014,6.7,304,"['Crime', 'Action', 'Thriller']","A martial arts instructor working at a police academy gets imprisoned after killing a man by accident. But when a vicious killer starts targeting martial arts masters, the instructor offers to help the police in return for his freedom.",129115,100,Nobody's going down without a fight.
2525,938,it,Per qualche dollaro in piÃ?,23.186,5/10/1965,8,2843,['Western'],"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",15000000,132,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!"
2543,347911,no,Polaroid,32.371,7/8/2015,5.8,15,['Horror'],Two friends are playing with an old Polaroid camera they found in the closet.,0,15,They didn't picture this
2565,264419,es,Un gallo con muchos huevos,26.897,9/4/2015,7.1,165,"['Animation', 'Family']","Toto has grown and now is a young cock. An evil rancher tricks the female owner of the ranch where they live and forces her to bet the property in a cockfight in the arena. Toto is the only option to defend their home, so he must train in just one week and win the championship of the arena.",9080818,99,
2569,435601,ko,ë¸Œìù´ì•„ìù´í”?,28.392,8/23/2017,8,133,"['Crime', 'Thriller', 'Action']","A son to a high-ranked official in North Korea commits a series of murders going across the countries around the world. The movie depicts the following events as South Korea, North Korea and Interpol start chasing down after him.",0,128,
2572,785976,pt,PelÃ©,29.947,2/23/2021,7.5,108,['Documentary'],"Against the backdrop of a turbulent era in Brazil, this documentary captures PelÃ©'s extraordinary path from breakthrough talent to national hero. Mixing rare archival footage and exclusive interviews, this documentary celebrates the legendary Brazilian footballer who personified football as art.",0,108,
2584,532444,ko,ë„ˆìù˜ ê?°í˜?ì‹ù,32.881,8/22/2018,7.7,116,['Romance'],"Through the course of their lives, a man and his first love  are repeatedly separated from each other because of circumstances out of their control.",20895905,110,Do you remember? Your first love.
2592,185341,es,[REC] 4: Apocalipsis,28.113,10/31/2014,5.6,825,"['Thriller', 'Horror']","ÃÅngela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",4915757,95,Itâ€™s time to leave.
2595,494656,es,La leyenda del Charro Negro,30.566,1/19/2018,8,118,['Animation'],"After releasing the Chupacabras, Leo San Juan decides that it is time to return together with his brother Nando to his grandmother's house. Halfway down the road, Charro Negro manages to confuse Leo and because of him, an innocent girl is dragged into the underworld. Leo is forced to repair the damage. Your friends will come to try to help you and get out of there as soon as possible. But it is no coincidence that the Charro has chosen to involve Leo, his intentions go beyond getting a new soul.",0,0,
2596,729679,sr,Toma,29.079,12/20/2021,0,0,"['Drama', 'Music', 'History']","Biopic about Toma Zdravkovic, the man who is remembered not only for his songs and unique way he was singing them, but also as a bohemian, both in his behavior and his soul.",0,140,
2623,47931,pt,Tropa de Elite 2,29.321,10/8/2010,7.9,1360,"['Drama', 'Action', 'Crime']","After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain AndrÃ© Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",63027681,115,
2626,365222,cn,è‘‰å•è3,32.353,12/19/2015,7,1234,"['Action', 'Drama', 'History']","When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",156844753,105,
2627,607844,ko,ëª¨ê°€ë””ì?ˆ,30.56,7/28/2021,7.6,19,"['War', 'Drama', 'Action']",Diplomats from the North and South Korean embassies in Somalia attempt a daring joint escape from Mogadishu when the outbreak of civil war leaves them stranded.,0,121,
2645,170522,fr,AstÃ©rix: Le domaine des dieux,24.794,11/26/2014,6.8,1025,"['Animation', 'Comedy', 'Adventure', 'Family']","In order to wipe out the Gaulish village by any means necessary, Caesar plans to absorb the villagers into Roman culture by having an estate built next to the village to start a new Roman colony.",42830578,85,
2651,2332,fr,Taxi 2,33.278,3/25/2000,6.2,1296,"['Action', 'Comedy']",A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,64400000,82,France's answer to the Italian job
2663,44282,es,Plan B,25.927,3/27/2009,7.3,72,"['Comedy', 'Drama', 'Romance']",Bruno's plan to win back his ex-girlfriend hits a snag when he becomes attracted to her boyfriend.,0,103,
2668,807333,fr,Le bruit des trousseaux,37.215,11/8/2021,8,1,"['Drama', 'TV Movie']","Alexis Pasquier, a young French teacher, begins his first day of classes at the Nancy prison. There he meets LÃ©a, a young woman with whom he falls madly in love. Two worlds open up to him: true love and the prison environment. He will never be the same anymore.",0,90,
2677,450873,pt,Sexo Animal,32.81,4/6/1983,3,2,['Drama'],"Jonas, an unusual man hired by a large real estate firm to be the caretaker of a luxury residence on the outskirts of the big city. In this same residence, used by the real estate owner to promote parties, where he defends immorality in its highest degree of depravity, Jonas meets Tania, a luxury prostitute.",0,114,
2679,415214,zh,æ?„å…¬æ??è¡Œå‹•,27.755,9/30/2016,7,167,"['Action', 'Adventure', 'Crime', 'War']",Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.,173000000,124,
2683,670,ko,ì˜¬ë“œë?´ìù´,25.644,11/21/2003,8.3,6209,"['Drama', 'Thriller', 'Mystery', 'Action']","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",14980005,120,"Laugh, and the world laughs with you. Weep, and you weep alone."
2688,10045,fr,Banlieue 13,26.49,11/9/2004,6.7,1397,"['Action', 'Thriller', 'Science Fiction']","Set in the ghettos of Paris in 2010, an undercover cop and ex-thug try to infiltrate a gang in order to defuse a neutron bomb.",9584131,84,Welcome to District B13. Welcome to the future
2689,55,es,Amores perros,27.239,6/16/2000,7.6,1848,"['Drama', 'Thriller']","A fatalistic car crash in Mexico City sets off a chain of events in the lives of three persons: a young man aching to run off with his sister-in-law, a supermodel, and a homeless man. Their lives are catapulted into unforeseen circumstances instigated by the seemingly inconsequential destiny of a dog.",20908467,154,Love. Betrayal. Death.
2709,88278,es,El paseo,21.664,12/25/2010,6.5,23,[],"The Peinado family intends to spend the more great holidays arranged by the father and husband Alex Peinado. The family also make Hortensia, mother and wife, Milena Peinado, daughter, Octavio ""RamayÃ¡n"" Peinado and Carmelita, the nagging mother-in-law of the family.  The family travels excited hoping to reach its destination but several unlucky trucan a great plan that Alex has a time for family arrived at their destination. The family accidentally gets into several difficulties which gradually give a beautiful lesson to them and despite the problems the family arrives at their parent duty station; Cartagena.",0,90,
2717,203316,es,Mala,31.95,2/13/2013,4,8,"['Crime', 'Drama']","Rosario is a paid assassin who kills men who mistreat or abuse women. When the police capture her, it's the end of the myth. But Maria, a hysteric invalid, saves Rosario in exchange for a different job.",0,92,
2727,184314,fr,Jeune & Jolie,23.943,8/21/2013,6.5,933,['Drama'],"Isabelle, a 17-year-old student, loses her virginity during a quick holiday romance. When she returns home, she begins a secret life as a prostitute for a year.",7613812,95,
2728,21334,fa,Ø¨Ú†Ù‡â€ŒÙ‡Ø§ÛŒ Ø¢Ø?Ù…Ø§Ù†,25.689,8/1/1997,8,404,"['Drama', 'Family']","Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",925402,89,A Little Secret... Their Biggest Adventure!
2745,584948,es,Eyes of Desire,27.224,9/1/1998,6,2,[],"A photographer decides to take some time off for herself and stays at a friend's house. She discovers that the house is equipped with a high-powered telescope. She also discovers two other things: there is a voyeuristic side to herself that she didn't know about, and that not only is she watching other people's activities, but that someone is watching hers.",0,0,
